instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,dy,pred
12157,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,26,69
12158,2,1,5,18,0,6,0,2,0.76,0.697,0.52,0.194,26,69
12159,2,1,5,19,0,6,0,2,0.74,0.697,0.66,0.2239,26,69
12160,2,1,5,20,0,6,0,2,0.74,0.6818,0.55,0.194,26,69
12161,2,1,5,21,0,6,0,2,0.72,0.6818,0.62,0.194,26,69
12162,2,1,5,22,0,6,0,1,0.7,0.6667,0.74,0.2537,26,85
12163,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,26,85
12164,2,1,5,0,0,0,0,2,0.68,0.6364,0.69,0.1642,27,6
12165,2,1,5,1,0,0,0,1,0.66,0.6212,0.74,0.2239,27,6
12166,2,1,5,2,0,0,0,1,0.64,0.6061,0.73,0.2239,27,6
12167,2,1,5,3,0,0,0,1,0.64,0.6061,0.73,0.1642,27,6
12168,2,1,5,4,0,0,0,1,0.62,0.5758,0.83,0.194,27,6
12169,2,1,5,5,0,0,0,1,0.62,0.5758,0.83,0.194,27,6
12170,2,1,5,6,0,0,0,1,0.62,0.5758,0.83,0.1642,27,6
12171,2,1,5,7,0,0,0,1,0.62,0.5606,0.88,0.1642,27,6
12172,2,1,5,8,0,0,0,1,0.64,0.5758,0.83,0.194,27,6
12173,2,1,5,9,0,0,0,1,0.66,0.6061,0.83,0.2239,27,6
12174,2,1,5,10,0,0,0,1,0.68,0.6364,0.74,0.2537,27,6
12175,2,1,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,27,90
12176,2,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,27,90
12177,2,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194,27,104
12178,2,1,5,14,0,0,0,1,0.76,0.7121,0.58,0.2537,27,104
12179,2,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,27,104
12180,2,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,27,104
12181,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,27,104
12182,2,1,5,18,0,0,0,1,0.76,0.7121,0.58,0.2985,27,104
12183,2,1,5,19,0,0,0,1,0.76,0.7121,0.58,0.194,27,104
12184,2,1,5,20,0,0,0,1,0.74,0.6818,0.55,0.1642,27,104
12185,2,1,5,21,0,0,0,3,0.66,0.6212,0.69,0.4179,27,79
12186,2,1,5,22,0,0,0,3,0.62,0.5758,0.83,0.0,27,79
12187,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,27,79
12188,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,28,6
12189,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,28,6
12190,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,28,6
12191,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,28,6
12192,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,28,6
12193,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,28,6
12194,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,28,6
12195,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,28,6
12196,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0.0,28,6
12197,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0.0,28,6
12198,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0.0,28,6
12199,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,28,93
12200,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,28,93
12201,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,28,93
12202,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,28,93
12203,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,28,93
12204,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,28,93
12205,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,28,93
12206,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,28,93
12207,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,28,93
12208,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,28,93
12209,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,28,93
12210,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,28,91
12211,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,28,91
12212,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,29,6
12213,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,29,6
12214,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,29,6
12215,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836,29,6
12216,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,29,6
12217,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239,29,6
12218,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,29,6
12219,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239,29,6
12220,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,29,6
12221,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,29,6
12222,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985,29,6
12223,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,29,6
12224,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284,29,90
12225,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,29,138
12226,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179,29,138
12227,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881,29,138
12228,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,29,138
12229,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,29,138
12230,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,29,138
12231,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,29,138
12232,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,29,90
12233,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,29,90
12234,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,29,90
12235,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0.0,29,90
12236,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,30,6
12237,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,30,6
12238,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,30,3
12239,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,30,6
12240,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,30,6
12241,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,30,6
12242,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,30,6
12243,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,30,17
12244,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,30,6
12245,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,30,6
12246,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,30,6
12247,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,30,26
12248,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.0,30,138
12249,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0.0,30,138
12250,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343,30,138
12251,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,30,138
12252,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,30,138
12253,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,30,138
12254,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,30,138
12255,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,30,138
12256,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,30,90
12257,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,30,138
12258,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,30,138
12259,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,30,138
12260,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,31,6
12261,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,31,6
12262,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,31,6
12263,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,31,6
12264,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0.0,31,6
12265,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,31,6
12266,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,31,6
12267,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,31,6
12268,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,31,6
12269,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,31,6
12270,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,31,6
12271,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,31,26
12272,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,31,221
12273,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,31,221
12274,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194,31,221
12275,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,31,221
12276,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,31,221
12277,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,31,221
12278,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,31,221
12279,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,31,221
12280,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,31,177
12281,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,31,177
12282,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642,31,177
12283,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,31,177
12284,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,1,4
12285,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,1,4
12286,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,1,4
12287,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,1,4
12288,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896,1,4
12289,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,1,4
12290,2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343,1,16
12291,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,1,4
12292,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,1,4
12293,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239,1,4
12294,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836,1,26
12295,2,1,6,11,0,5,1,2,0.7,0.6667,0.74,0.2836,1,26
12296,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,1,26
12297,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,1,154
12298,2,1,6,14,0,5,1,3,0.72,0.6818,0.66,0.2836,1,26
12299,2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836,1,52
12300,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,1,52
12301,2,1,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537,1,52
12302,2,1,6,18,0,5,1,3,0.62,0.5606,0.88,0.3582,1,52
12303,2,1,6,19,0,5,1,3,0.62,0.5606,0.88,0.3582,1,52
12304,2,1,6,20,0,5,1,3,0.62,0.5455,0.94,0.2537,1,52
12305,2,1,6,21,0,5,1,3,0.64,0.5909,0.78,0.2537,1,64
12306,2,1,6,22,0,5,1,3,0.6,0.5455,0.88,0.1343,1,64
12307,2,1,6,23,0,5,1,3,0.6,0.5455,0.88,0.1343,1,64
12308,2,1,6,0,0,6,0,2,0.56,0.5303,0.83,0.1343,2,14
12309,2,1,6,1,0,6,0,2,0.56,0.5303,0.83,0.1045,2,14
12310,2,1,6,2,0,6,0,2,0.54,0.5152,0.88,0.0,2,14
12311,2,1,6,3,0,6,0,1,0.56,0.5303,0.73,0.2537,2,23
12312,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.2836,2,23
12313,2,1,6,5,0,6,0,1,0.5,0.4848,0.72,0.194,2,23
12314,2,1,6,6,0,6,0,2,0.5,0.4848,0.77,0.194,2,18
12315,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045,2,23
12316,2,1,6,8,0,6,0,1,0.54,0.5152,0.64,0.1642,2,23
12317,2,1,6,9,0,6,0,1,0.56,0.5303,0.6,0.2537,2,26
12318,2,1,6,10,0,6,0,1,0.6,0.6212,0.53,0.2985,2,154
12319,2,1,6,11,0,6,0,1,0.58,0.5455,0.46,0.2836,2,154
12320,2,1,6,12,0,6,0,1,0.62,0.6212,0.43,0.3582,2,154
12321,2,1,6,13,0,6,0,1,0.62,0.6212,0.41,0.2537,2,154
12322,2,1,6,14,0,6,0,1,0.64,0.6212,0.38,0.2985,2,154
12323,2,1,6,15,0,6,0,1,0.64,0.6212,0.38,0.2537,2,154
12324,2,1,6,16,0,6,0,1,0.64,0.6212,0.38,0.2537,2,154
12325,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0,2,154
12326,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0.0,2,154
12327,2,1,6,19,0,6,0,1,0.64,0.6212,0.36,0.1642,2,154
12328,2,1,6,20,0,6,0,1,0.62,0.6212,0.35,0.2836,2,154
12329,2,1,6,21,0,6,0,1,0.6,0.6212,0.4,0.1045,2,154
12330,2,1,6,22,0,6,0,1,0.58,0.5455,0.46,0.1343,2,154
12331,2,1,6,23,0,6,0,1,0.56,0.5303,0.52,0.1045,2,154
12332,2,1,6,0,0,0,0,1,0.54,0.5152,0.6,0.1642,3,6
12333,2,1,6,1,0,0,0,1,0.54,0.5152,0.56,0.1343,3,6
12334,2,1,6,2,0,0,0,1,0.52,0.5,0.59,0.1045,3,6
12335,2,1,6,3,0,0,0,1,0.52,0.5,0.63,0.1045,3,6
12336,2,1,6,4,0,0,0,1,0.5,0.4848,0.72,0.0896,3,6
12337,2,1,6,5,0,0,0,1,0.5,0.4848,0.68,0.0,3,6
12338,2,1,6,6,0,0,0,1,0.46,0.4545,0.82,0.1045,3,4
12339,2,1,6,7,0,0,0,1,0.5,0.4848,0.68,0.1045,3,6
